,name,season,Date_x,Day_x,Comp,Round,Venue_x,Result_x,Squad,Opponent_x,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG_x,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,Date_y,Time,Day_y,Venue_y,Result_y,GF,GA,Opponent_y,xG_y,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,team_name
52,Cole Palmer,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,N,['AM'],29,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.1,3,0,29,36,80.6,6,31,2,4,3,Cole,Palmer,0.0,0.0,2.0,38.0,0.0,18.0,6.0,4.0,0.0,8.0,2.7,0.0,0.0,0.0,0.2,49.0,MID,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Chelsea 
53,Kalvin Phillips,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Home,W 5–1,Manchester City,Fulham,N,['DM'],7,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,13,13,100.0,2,6,0,1,1,Kalvin,Phillips,0.0,0.0,1.0,6.0,0.0,0.9,4.2,0.0,0.0,6.0,0.5,0.0,0.0,0.0,0.0,49.0,MID,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Manchester City 
54,Oscar Bobb,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Home,W 5–1,Manchester City,Fulham,N,['RW'],1,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,2,3,1,2,2,Oscar,Bobb,0.0,0.0,1.0,1.0,0.0,0.8,2.4,2.0,0.0,5.0,0.5,0.0,0.0,0.0,0.0,44.0,MID,2023-09-02,15:00,Sat,Home,W,5.0,1.0,Fulham,2.2,1.4,68.0,52899.0,Kyle Walker,4-2-3-1,Michael Oliver,Match Report,,Manchester City 
55,James Mcatee,2023/2024,2023-08-11,Fri,Premier League,Matchweek 1,Away,W 3–0,Manchester City,Burnley,N,"['DM', 'RB']",1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Manchester City 
56,Micky van de Ven,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,Y,['CB'],90,0,0,0,0,2,0,0,0,83,2,0,0,0.0,0.0,0.0,0,0,67,71,94.4,3,62,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Micky van de Ven,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,Y,['CB'],90,0,0,0,0,0,0,0,0,66,1,1,1,0.0,0.0,0.0,1,0,56,60,93.3,1,52,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Micky van de Ven,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,Y,['CB'],90,0,0,0,0,0,0,0,0,83,2,1,1,0.0,0.0,0.0,0,0,69,73,94.5,1,60,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Micky van de Ven,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,Y,['CB'],90,0,0,0,0,0,0,0,0,79,0,0,2,0.0,0.0,0.0,0,0,66,72,91.7,1,50,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Guglielmo Vicario,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,Y,['GK'],90,0,0,0,0,0,0,1,0,36,0,0,0,0.0,0.0,0.0,0,0,20,31,64.5,0,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Guglielmo Vicario,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,Y,['GK'],90,0,0,0,0,0,0,0,0,52,0,0,0,0.0,0.0,0.0,0,0,46,49,93.9,0,33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Guglielmo Vicario,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,Y,['GK'],90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,28,37,75.7,0,27,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Guglielmo Vicario,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,Y,['GK'],90,0,0,0,0,0,0,0,0,55,0,0,0,0.0,0.0,0.0,0,0,39,53,73.6,0,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Dejan Kulusevski,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,Y,['RW'],90,0,0,0,0,3,0,0,0,67.0,4.0,1,0.0,0.0,0.0,0.1,5.0,0.0,49.0,60.0,81.7,3.0,51.0,4.0,1.0,1.0,Dejan,Kulusevski,1.0,0.0,14.0,352.0,3.0,97.4,79.4,129.0,0.0,53.0,30.7,2.0,0.0,1.0,1.5,70.0,MID,,,,,,,,,,,,,,,,,,
65,Dejan Kulusevski,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,Y,['RW'],87,0,0,0,0,2,2,0,0,33.0,0.0,0,1.0,0.1,0.1,0.0,1.0,0.0,12.0,20.0,60.0,1.0,24.0,6.0,2.0,0.0,Dejan,Kulusevski,1.0,0.0,14.0,352.0,3.0,97.4,79.4,129.0,0.0,53.0,30.7,2.0,0.0,1.0,1.5,70.0,MID,,,,,,,,,,,,,,,,,,
66,Dejan Kulusevski,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,Y,['RW'],90,1,0,0,0,2,1,0,0,35.0,2.0,2,1.0,0.4,0.4,0.1,6.0,0.0,21.0,27.0,77.8,3.0,31.0,5.0,4.0,2.0,Dejan,Kulusevski,1.0,0.0,14.0,352.0,3.0,97.4,79.4,129.0,0.0,53.0,30.7,2.0,0.0,1.0,1.5,70.0,MID,,,,,,,,,,,,,,,,,,
67,Dejan Kulusevski,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,Y,['RW'],85,0,0,0,0,0,0,1,0,50.0,2.0,2,1.0,0.0,0.0,0.2,2.0,0.0,29.0,36.0,80.6,3.0,36.0,5.0,7.0,3.0,Dejan,Kulusevski,1.0,0.0,14.0,352.0,3.0,97.4,79.4,129.0,0.0,53.0,30.7,2.0,0.0,1.0,1.5,70.0,MID,,,,,,,,,,,,,,,,,,
68,Yves Bissouma,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,Y,['DM'],90,0,0,0,0,3,0,0,0,130,3,4,1,0.0,0.0,0.0,3,0,107,116,92.2,10,108,4,6,5,Yves,Bissouma,0.0,0.0,9.0,343.0,4.0,48.6,102.8,46.0,0.0,66.0,19.7,2.0,0.0,1.0,0.6,50.0,MID,,,,,,,,,,,,,,,,,,
69,Yves Bissouma,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,Y,['DM'],90,0,0,0,0,2,0,0,0,68,5,1,2,0.1,0.1,0.0,1,0,45,51,88.2,3,42,3,3,1,Yves,Bissouma,0.0,0.0,9.0,343.0,4.0,48.6,102.8,46.0,0.0,66.0,19.7,2.0,0.0,1.0,0.6,50.0,MID,,,,,,,,,,,,,,,,,,
70,Yves Bissouma,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,Y,['DM'],73,0,0,0,0,1,1,1,0,57,4,3,2,0.0,0.0,0.1,3,1,33,38,86.8,6,37,2,4,3,Yves,Bissouma,0.0,0.0,9.0,343.0,4.0,48.6,102.8,46.0,0.0,66.0,19.7,2.0,0.0,1.0,0.6,50.0,MID,,,,,,,,,,,,,,,,,,
71,Yves Bissouma,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,Y,"['DM', 'CM']",90,0,0,0,0,2,1,0,0,82,4,3,1,0.0,0.0,0.0,3,0,59,64,92.2,7,57,2,3,2,Yves,Bissouma,0.0,0.0,9.0,343.0,4.0,48.6,102.8,46.0,0.0,66.0,19.7,2.0,0.0,1.0,0.6,50.0,MID,,,,,,,,,,,,,,,,,,
72,James Maddison,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,Y,['AM'],90,0,2,0,0,2,1,1,0,84,1,1,0,0.1,0.1,0.9,8,3,58,75,77.3,7,68,1,2,0,James,Maddison,2.0,2.0,29.0,337.0,3.0,168.4,162.2,171.0,4.0,109.0,50.1,2.0,0.0,1.0,26.2,78.0,MID,,,,,,,,,,,,,,,,,,
73,James Maddison,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,Y,['AM'],90,0,0,0,0,2,1,0,0,59,2,0,0,0.1,0.1,0.1,6,0,39,52,75.0,10,31,2,2,2,James,Maddison,2.0,2.0,29.0,337.0,3.0,168.4,162.2,171.0,4.0,109.0,50.1,2.0,0.0,1.0,26.2,78.0,MID,,,,,,,,,,,,,,,,,,
74,James Maddison,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,Y,['AM'],72,1,0,0,0,4,2,0,0,46,0,1,1,1.1,1.1,0.1,5,0,31,37,83.8,10,42,5,2,2,James,Maddison,2.0,2.0,29.0,337.0,3.0,168.4,162.2,171.0,4.0,109.0,50.1,2.0,0.0,1.0,26.2,78.0,MID,,,,,,,,,,,,,,,,,,
75,James Maddison,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,Y,['AM'],85,1,0,0,0,5,5,0,0,69,0,1,0,0.4,0.4,0.0,6,1,45,57,78.9,11,52,2,5,3,James,Maddison,2.0,2.0,29.0,337.0,3.0,168.4,162.2,171.0,4.0,109.0,50.1,2.0,0.0,1.0,26.2,78.0,MID,,,,,,,,,,,,,,,,,,
76,Destiny Udogie,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,Y,['LB'],90,0,0,0,0,0,0,0,0,84,3,3,0,0.0,0.0,0.0,4,1,65,72,90.3,6,63,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Destiny Udogie,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,Y,['LB'],69,0,0,0,0,1,1,1,0,50,1,0,1,0.1,0.1,0.1,1,0,29,35,82.9,4,27,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Destiny Udogie,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,Y,['LB'],81,0,1,0,0,0,0,0,0,53,0,0,0,0.0,0.0,0.3,1,1,40,45,88.9,5,31,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Destiny Udogie,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,Y,['LB'],90,0,1,0,0,0,0,0,0,60,5,2,1,0.0,0.0,0.1,2,2,42,46,91.3,4,34,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Son Heung min,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,Y*,['LW'],74,0,0,0,0,2.0,1.0,0,0,42.0,1.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,31.0,37.0,83.8,5.0,33.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Son Heung min,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,Y*,"['LW', 'FW']",90,0,0,0,0,1.0,0.0,0,0,49.0,1.0,1.0,0.0,0.1,0.1,0.4,7.0,0.0,30.0,42.0,71.4,6.0,34.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Son Heung min,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,Y*,"['LW', 'FW']",90,0,0,0,0,2.0,0.0,0,0,49.0,0.0,1.0,0.0,0.0,0.0,0.5,8.0,1.0,33.0,41.0,80.5,8.0,38.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Son Heung min,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,Y*,['FW'],71,3,0,0,0,5.0,3.0,0,0,27.0,0.0,0.0,0.0,1.1,1.1,0.0,4.0,1.0,15.0,18.0,83.3,5.0,18.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Cristian Romero,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,Y,['CB'],13,1,0,0,0,1,1,0,0,10,0,0,0,0.6,0.6,0.0,0,0,8,8,100.0,1,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Cristian Romero,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,Y,['CB'],90,0,0,0,0,1,0,0,0,90,1,1,6,0.1,0.1,0.0,0,0,67,76,88.2,5,58,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Cristian Romero,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,Y,['CB'],90,0,0,0,0,0,0,0,0,51,5,3,0,0.0,0.0,0.0,0,0,37,38,97.4,0,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Cristian Romero,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,Y,['CB'],90,1,0,0,0,1,1,0,0,83,2,0,3,0.0,0.0,0.0,0,0,68,74,91.9,5,55,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Pedro Porro,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,Y,['RB'],87,0,0,0,0,1,0,0,0,62,1,1,2,0.1,0.1,0.1,3,1,43,52,82.7,2,23,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Pedro Porro,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,Y,['RB'],90,0,0,0,0,3,0,0,0,81,3,0,2,0.1,0.1,0.0,2,0,54,61,88.5,0,46,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Pedro Porro,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,Y,"['RB', 'RW']",90,0,1,0,0,3,0,0,0,66,2,2,2,0.2,0.2,0.9,3,1,41,50,82.0,7,41,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Richarlison,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,Y,['FW'],90,0,0,0,0,2,1,0,0,30.0,0.0,0,0.0,0.2,0.2,0.0,1.0,0.0,13.0,18.0,72.2,1.0,21.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Richarlison,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,Y,['FW'],69,0,0,0,0,0,0,0,0,24.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,14.0,64.3,0.0,20.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Richarlison,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,Y,['FW'],59,0,0,0,0,2,1,1,0,26.0,0.0,0,0.0,0.3,0.3,0.0,2.0,0.0,10.0,13.0,76.9,2.0,17.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Richarlison,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,N,['FW'],19,0,0,0,0,0,0,0,0,6.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,4.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Pape Matar Sarr,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,N,['DM'],16,0,0,0,0,1.0,1.0,0,0,21.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,19.0,19.0,100.0,0.0,15.0,0.0,0.0,0.0,Pape Matar,Sarr,1.0,1.0,16.0,215.0,1.0,54.1,84.4,134.0,2.0,63.0,27.4,1.0,0.0,1.0,3.3,45.0,MID,,,,,,,,,,,,,,,,,,
96,Pape Matar Sarr,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,Y,['DM'],75,1,0,0,0,5.0,2.0,0,0,45.0,2.0,0.0,1.0,0.6,0.6,0.1,6.0,1.0,31.0,36.0,86.1,8.0,27.0,1.0,0.0,0.0,Pape Matar,Sarr,1.0,1.0,16.0,215.0,1.0,54.1,84.4,134.0,2.0,63.0,27.4,1.0,0.0,1.0,3.3,45.0,MID,,,,,,,,,,,,,,,,,,
97,Pape Matar Sarr,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,Y,['DM'],58,0,1,0,0,1.0,1.0,0,0,36.0,2.0,0.0,1.0,0.1,0.1,0.6,2.0,1.0,24.0,27.0,88.9,7.0,30.0,2.0,1.0,0.0,Pape Matar,Sarr,1.0,1.0,16.0,215.0,1.0,54.1,84.4,134.0,2.0,63.0,27.4,1.0,0.0,1.0,3.3,45.0,MID,,,,,,,,,,,,,,,,,,
98,Pape Matar Sarr,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,Y,['DM'],67,0,0,0,0,3.0,1.0,1,0,47.0,2.0,0.0,1.0,0.4,0.4,0.1,4.0,1.0,30.0,36.0,83.3,2.0,29.0,2.0,1.0,0.0,Pape Matar,Sarr,1.0,1.0,16.0,215.0,1.0,54.1,84.4,134.0,2.0,63.0,27.4,1.0,0.0,1.0,3.3,45.0,MID,,,,,,,,,,,,,,,,,,
99,Emerson,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,Y,['RB'],90,1,0,0,0,1,1,0,0,130,1,0,1,0.0,0.0,0.0,1,0,105,117,89.7,7,97,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Emerson,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,N,['RB'],3,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,8,8,100.0,1,6,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Emerson,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,N,['RB'],5,0,0,0,0,0,0,0,0,19,0,1,0,0.0,0.0,0.0,0,0,18,18,100.0,0,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Oliver Skipp,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,Y,['DM'],74,0,0,0,0,0,0,1,0,47,1,0,2,0.0,0.0,0.0,0,0,37,39,94.9,3,33,0,0,0,Oliver,Skipp,0.0,0.0,3.0,95.0,3.0,9.4,6.0,4.0,0.0,17.0,1.9,0.0,0.0,1.0,0.1,48.0,MID,,,,,,,,,,,,,,,,,,
103,Oliver Skipp,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,N,['DM'],18,0,0,0,0,0,0,0,0,21,1,0,0,0.0,0.0,0.0,0,0,19,21,90.5,3,18,0,0,0,Oliver,Skipp,0.0,0.0,3.0,95.0,3.0,9.4,6.0,4.0,0.0,17.0,1.9,0.0,0.0,1.0,0.1,48.0,MID,,,,,,,,,,,,,,,,,,
104,Oliver Skipp,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,N,"['LM', 'RW']",5,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,2,0,0,0,Oliver,Skipp,0.0,0.0,3.0,95.0,3.0,9.4,6.0,4.0,0.0,17.0,1.9,0.0,0.0,1.0,0.1,48.0,MID,,,,,,,,,,,,,,,,,,
105,Manor Solomon,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,N,['RW'],3,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,1,5,0,1,1,Manor,Solomon,0.0,2.0,11.0,69.0,1.0,55.4,51.2,24.0,2.0,41.0,13.1,0.0,0.0,0.0,0.2,53.0,MID,,,,,,,,,,,,,,,,,,
106,Manor Solomon,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,Y,['LW'],67,0,2,0,0,2,0,0,0,33,2,1,0,0.1,0.1,0.5,8,2,20,22,90.9,0,25,5,5,3,Manor,Solomon,0.0,2.0,11.0,69.0,1.0,55.4,51.2,24.0,2.0,41.0,13.1,0.0,0.0,0.0,0.2,53.0,MID,,,,,,,,,,,,,,,,,,
107,Ivan Perisic,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,N,['LW'],16,0,0,0,0,0,0,0,0,17.0,0.0,0,0.0,0.0,0.0,0.1,2.0,0.0,11.0,16.0,68.8,3.0,13.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Ivan Perisic,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,N,['LW'],21,0,0,0,0,0,0,0,0,15.0,0.0,0,0.0,0.0,0.0,0.5,2.0,0.0,7.0,11.0,63.6,2.0,9.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Ivan Perisic,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,N,['LW'],32,0,0,0,0,1,0,1,0,28.0,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,18.0,22.0,81.8,4.0,25.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Ivan Perisic,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,N,['LW'],23,0,0,0,0,0,0,0,0,16.0,0.0,1,0.0,0.0,0.0,0.1,1.0,0.0,10.0,13.0,76.9,0.0,9.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Davinson Sanchez,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,N,['CB'],77,0,0,0,0,1,0,1,0,83,0,1,3,0.1,0.1,0.0,1,0,68,75,90.7,2,68,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Pierre Hojbjerg,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,N,['DM'],15,0,0,0,0,0,0,0,0,27,0,0,2,0.0,0.0,0.0,0,0,23,25,92.0,0,17,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Pierre Hojbjerg,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,N,['DM'],31,0,0,0,0,0,0,0,0,47,1,0,1,0.0,0.0,0.0,0,0,40,43,93.0,2,36,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Pierre Hojbjerg,2023/2024,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,N,"['DM', 'RM']",23,0,0,0,0,0,0,1,0,20,0,0,0,0.0,0.0,0.0,0,0,15,17,88.2,3,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Ben Davies,2023/2024,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,N,['LB'],21,0,0,0,0,2,0,0,0,19,1,0,1,0.4,0.4,0.0,1,0,9,11,81.8,1,10,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Ben Davies,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,N,['LB'],9,0,0,0,0,1,0,0,0,15,0,0,0,0.1,0.1,0.0,1,0,13,13,100.0,1,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Giovani Lo Celso,2023/2024,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,N,['AM'],17,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,1,0,28,32,87.5,3,27,2,0,0,Giovani,Lo Celso,0.0,0.0,1.0,16.0,0.0,13.8,3.2,4.0,0.0,8.0,2.1,0.0,0.0,0.0,0.1,48.0,MID,,,,,,,,,,,,,,,,,,
118,Alisson,2023/2024,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 1–1,Liverpool,Chelsea,Y,['GK'],90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,1,0,19,25,76.0,0,20,0,0,0,,,,,,,,,,,,,,,,,,,,2023-08-11,20:00,Fri,Away,W,3.0,0.0,Burnley,1.9,0.3,65.0,21572.0,Kevin De Bruyne,4-2-3-1,Craig Pawson,Match Report,,Liverpool 
